

    NODE   SXX         SYY         SZZ         SXY         SYZ         SZX  
     237  -0.99878E+002   0.18789E+000   0.86345E-002  -0.19411E+000   0.11020E-001   0.10483E-001
     238  -0.99910E+002   0.21725E+000   0.20714E-001  -0.17543E+000  -0.20993E-012  -0.45256E-012
     239  -0.99878E+002   0.18789E+000   0.86345E-002  -0.19411E+000  -0.11020E-001  -0.10483E-001
     240  -0.99846E+002   0.15854E+000  -0.34448E-002  -0.21279E+000  -0.13029E-001  -0.11915E-001
     241  -0.99479E+002   0.30529E+000   0.16195E-001  -0.10705E+000   0.43580E-002   0.58301E-002
     242  -0.99509E+002   0.34047E+000   0.26482E-001  -0.98213E-001   0.43737E-002   0.49138E-002
     243  -0.99538E+002   0.37565E+000   0.36769E-001  -0.89377E-001  -0.17877E-012  -0.49412E-012
     244  -0.99509E+002   0.34047E+000   0.26482E-001  -0.98213E-001  -0.43737E-002  -0.49138E-002
     245  -0.99479E+002   0.30529E+000   0.16195E-001  -0.10705E+000  -0.43580E-002  -0.58301E-002
     246  -0.99354E+002   0.40555E+000   0.40777E-001  -0.15793E-011  -0.12932E-012   0.51272E-002
     247  -0.99383E+002   0.44091E+000   0.48647E-001  -0.12325E-011  -0.11867E-012   0.41096E-002
     248  -0.99412E+002   0.47627E+000   0.56517E-001  -0.81954E-012  -0.13880E-012  -0.94163E-012
     249  -0.99383E+002   0.44091E+000   0.48647E-001  -0.25481E-012  -0.15869E-012  -0.41096E-002
     250  -0.99354E+002   0.40555E+000   0.40777E-001   0.24379E-012  -0.14780E-012  -0.51272E-002
